SSN,SPEC,Year,Nsta,New,Recap,Cap,New_Res1,New_Res0,F_Pradel_Phi,Pradel_Phi,Pradel_Phi_se,Pradel_Phi_lcl,Pradel_Phi_ucl,F_Pradel_Phi_t,Pradel_Phi_t,Pradel_Phi_t_se,Pradel_Phi_t_lcl,Pradel_Phi_t_ucl,F_Pradel_Phi_Trend,Pradel_Phi_Trend,Pradel_Phi_Trend_se,Pradel_Phi_Trend_lcl,Pradel_Phi_Trend_ucl,Pradel_Phi_Trend_beta,Pradel_Phi_Trend_beta_se,Pradel_Phi_Trend_beta_lcl,Pradel_Phi_Trend_beta_ucl,F_Pradel_Phi_dot,Pradel_Phi_dot,Pradel_Phi_dot_se,Pradel_Phi_dot_lcl,Pradel_Phi_dot_ucl,F_Pradel_p,Pradel_p,Pradel_p_se,Pradel_p_lcl,Pradel_p_ucl,F_Pradel_p_t,Pradel_p_t,Pradel_p_t_se,Pradel_p_t_lcl,Pradel_p_t_ucl,F_Pradel_p_dot,Pradel_p_dot,Pradel_p_dot_se,Pradel_p_dot_lcl,Pradel_p_dot_ucl,F_Lambda,Lambda,Lambda_se,Lambda_lcl,Lambda_ucl,F_Lambda_t,Lambda_t,Lambda_t_se,Lambda_t_lcl,Lambda_t_ucl,F_Lambda_Trend,Lambda_Trend,Lambda_Trend_se,Lambda_Trend_lcl,Lambda_Trend_ucl,Lambda_Trend_beta,Lambda_Trend_beta_se,Lambda_Trend_beta_lcl,Lambda_Trend_beta_ucl,F_Lambda_dot,Lambda_dot,Lambda_dot_se,Lambda_dot_lcl,Lambda_dot_ucl
20470,BHCO,2000,124,319,51,370,43,276,,0.396477,0.018634,0.360592,0.433512,,0.43557,0.053522,0.334954,0.541787,,0.394654,0.018824,0.35842,0.432084,-0.01002,0.014477,-0.03839,0.018355,,0.397336,0.018482,0.361732,0.434061,,0.28689,0.02226,0.245307,0.332417,,0.326667,0.031002,0.269029,0.390063,,0.286185,0.02142,0.246105,0.329936,,0.954868,0.019873,0.916706,0.994619,,0.898404,0.06482,0.780074,1.034684,,0.955776,0.006518,0.943087,0.968636,-0.00374,0.002672,-0.00898,0.001492,,0.959551,0.006155,0.947563,0.971691
20470,BHCO,2001,112,284,59,343,39,245,,0.395712,0.019057,0.359031,0.433604,,0.415755,0.052208,0.318323,0.52025,,0.392263,0.019789,0.354227,0.431653,-0.01002,0.014477,-0.03839,0.018355,,0.397336,0.018482,0.361732,0.434061,,0.286612,0.021837,0.245784,0.331244,,0.310709,0.030156,0.254874,0.372658,,0.286185,0.02142,0.246105,0.329936,,0.950827,0.027362,0.898693,1.005987,,0.848855,0.061602,0.736447,0.978421,,0.952204,0.007878,0.936888,0.967771,-0.00374,0.002672,-0.00898,0.001492,,0.959551,0.006155,0.947563,0.971691
20470,BHCO,2002,119,296,55,351,43,253,,0.394947,0.019725,0.357015,0.434189,,0.365835,0.052071,0.270905,0.472474,,0.389877,0.021264,0.349092,0.432263,-0.01002,0.014477,-0.03839,0.018355,,0.397336,0.018482,0.361732,0.434061,,0.285879,0.021657,0.24538,0.330137,,0.268567,0.02728,0.218557,0.325258,,0.286185,0.02142,0.246105,0.329936,,0.954651,0.018671,0.918751,0.991953,,0.967191,0.072994,0.834376,1.121147,,0.948646,0.009706,0.929812,0.967861,-0.00374,0.002672,-0.00898,0.001492,,0.959551,0.006155,0.947563,0.971691
20470,BHCO,2003,124,301,52,353,45,256,,0.394185,0.020611,0.354592,0.435219,,0.381824,0.057116,0.277661,0.498117,,0.387497,0.023146,0.343217,0.433717,-0.01002,0.014477,-0.03839,0.018355,,0.397336,0.018482,0.361732,0.434061,,0.285971,0.021663,0.245461,0.33024,,0.273864,0.030239,0.21872,0.336915,,0.286185,0.02142,0.246105,0.329936,,0.951163,0.020058,0.912654,0.991296,,0.929185,0.072239,0.798039,1.081882,,0.9451,0.011772,0.922308,0.968456,-0.00374,0.002672,-0.00898,0.001492,,0.959551,0.006155,0.947563,0.971691
20470,BHCO,2004,115,279,52,331,39,240,,0.393425,0.021684,0.351823,0.436633,,0.378227,0.059321,0.270619,0.49933,,0.385122,0.02534,0.336797,0.435825,-0.01002,0.014477,-0.03839,0.018355,,0.397336,0.018482,0.361732,0.434061,,0.285707,0.021926,0.244733,0.330538,,0.258705,0.031292,0.202213,0.324558,,0.286185,0.02142,0.246105,0.329936,,0.95104,0.022092,0.908716,0.995335,,0.962924,0.079031,0.820062,1.130673,,0.941568,0.013961,0.914601,0.969331,-0.00374,0.002672,-0.00898,0.001492,,0.959551,0.006155,0.947563,0.971691
20470,BHCO,2005,104,239,38,277,31,208,,0.392667,0.022919,0.348763,0.438377,,0.400637,0.070422,0.273364,0.542893,,0.382753,0.027764,0.329995,0.438427,-0.01002,0.014477,-0.03839,0.018355,,0.397336,0.018482,0.361732,0.434061,,0.285682,0.022049,0.244489,0.330777,,0.257283,0.034833,0.195067,0.331179,,0.286185,0.02142,0.246105,0.329936,,0.950243,0.0252,0.90212,1.000933,,0.982156,0.084023,0.830791,1.161099,,0.93805,0.016216,0.906801,0.970375,-0.00374,0.002672,-0.00898,0.001492,,0.959551,0.006155,0.947563,0.971691
20470,BHCO,2006,94,229,43,272,35,194,X,0,0,0,0,X,0,0,0,0,X,0,0,0,0,0,0,0,0,X,0,0,0,0,,0.285884,0.022048,0.244691,0.330973,,0.268863,0.041636,0.195363,0.357723,,0.286185,0.02142,0.246105,0.329936,X,0,0,0,0,X,0,0,0,0,X,0,0,0,0,0,0,0,0,X,0,0,0,0
20600,OROR,1992,2,7,0,7,2,5,,0.41624,0.148831,0.176717,0.70314,V,0.422191,1.582258,0.000002,0.999996,,0.319115,0.147969,0.109817,0.64036,0.09054,0.083304,-0.07273,0.253817,,0.488827,0.06633,0.362395,0.616705,,0.123427,0.0692,0.038643,0.330317,X,0.000004,0.000692,0,1,,0.152852,0.037859,0.092335,0.242438,X,9747.184,167765.7,90.698,1047516,X,20101.07,240309.6,254.5044,1587607,,1.013757,0.192517,0.700993,1.466068,-0.00347,0.024788,-0.05206,0.045105,,0.997981,0.100444,0.81972,1.215009
20600,OROR,1993,9,23,0,23,2,21,,0.423295,0.128872,0.206858,0.673806,,0.266375,0.269237,0.023812,0.843866,,0.336038,0.139124,0.129751,0.632082,0.09054,0.083304,-0.07273,0.253817,,0.488827,0.06633,0.362395,0.616705,,0.146351,0.051249,0.071257,0.276979,,0.119349,0.135344,0.010745,0.628383,,0.152852,0.037859,0.092335,0.242438,Y,2.033935,2928.481,0.001154,3586.322,X,3.249986,4247.353,0.001938,5451.31,,1.008276,0.171976,0.723488,1.405165,-0.00347,0.024788,-0.05206,0.045105,,0.997981,0.100444,0.81972,1.215009
20600,OROR,1994,12,31,1,32,2,29,,0.431162,0.119205,0.226227,0.662737,,0.499719,0.276869,0.102314,0.89748,,0.353851,0.129285,0.153107,0.623899,0.09054,0.083304,-0.07273,0.253817,,0.488827,0.06633,0.362395,0.616705,,0.140205,0.04825,0.069262,0.263261,,0.087138,0.050978,0.026463,0.251056,,0.152852,0.037859,0.092335,0.242438,,1.061412,0.259742,0.661608,1.702815,,1.12642,0.338911,0.632585,2.005773,,1.003078,0.15157,0.7472,1.346581,-0.00347,0.024788,-0.05206,0.045105,,0.997981,0.100444,0.81972,1.215009
20600,OROR,1995,9,30,3,33,3,27,,0.43928,0.10939,0.247025,0.651666,,0.727353,0.278118,0.145848,0.97657,,0.372562,0.11856,0.18015,0.616057,0.09054,0.083304,-0.07273,0.253817,,0.488827,0.06633,0.362395,0.616705,,0.143851,0.045475,0.075342,0.257318,,0.106102,0.054464,0.037087,0.267828,,0.152852,0.037859,0.092335,0.242438,,1.130089,0.258057,0.726443,1.758021,,1.270269,0.291773,0.814487,1.981105,,0.998162,0.131462,0.771922,1.290709,-0.00347,0.024788,-0.05206,0.045105,,0.997981,0.100444,0.81972,1.215009
20600,OROR,1996,13,43,5,48,2,41,,0.447285,0.098957,0.269691,0.639432,,0.276446,0.203071,0.049641,0.73647,,0.392157,0.107226,0.210832,0.609071,0.09054,0.083304,-0.07273,0.253817,,0.488827,0.06633,0.362395,0.616705,,0.153207,0.04563,0.083246,0.26497,,0.154714,0.06932,0.060824,0.340923,,0.152852,0.037859,0.092335,0.242438,,0.825107,0.263573,0.447893,1.520007,,0.643784,0.26152,0.299276,1.384868,,0.993528,0.111957,0.79719,1.238221,-0.00347,0.024788,-0.05206,0.045105,,0.997981,0.100444,0.81972,1.215009
20600,OROR,1997,8,21,3,24,3,18,,0.456046,0.089392,0.292648,0.629487,,0.308526,0.298857,0.027849,0.874206,,0.412587,0.095825,0.244488,0.603883,0.09054,0.083304,-0.07273,0.253817,,0.488827,0.06633,0.362395,0.616705,,0.141339,0.045074,0.073634,0.254212,,0.093051,0.040679,0.038357,0.208799,,0.152852,0.037859,0.092335,0.242438,,1.170413,0.35749,0.651807,2.101642,,1.35795,0.431068,0.739831,2.492501,,0.989177,0.093628,0.822022,1.190323,-0.00347,0.024788,-0.05206,0.045105,,0.997981,0.100444,0.81972,1.215009
20600,OROR,1998,11,30,2,32,1,29,,0.464718,0.081376,0.313772,0.622417,X,0.000004,0.000588,0,1,,0.433771,0.085292,0.279466,0.602081,0.09054,0.083304,-0.07273,0.253817,,0.488827,0.06633,0.362395,0.616705,,0.149065,0.041827,0.084072,0.250557,,0.133177,0.052582,0.059194,0.272813,,0.152852,0.037859,0.092335,0.242438,X,5.630163,6989.389,0.003447,9195.434,X,11.01435,10287.87,0.007829,15495.38,,0.98511,0.077593,0.844388,1.149285,-0.00347,0.024788,-0.05206,0.045105,,0.997981,0.100444,0.81972,1.215009
20600,OROR,1999,7,28,0,28,4,24,,0.474952,0.074732,0.334556,0.619422,,0.796634,0.359987,0.04789,0.996733,,0.455582,0.077042,0.312823,0.606035,0.09054,0.083304,-0.07273,0.253817,,0.488827,0.06633,0.362395,0.616705,,0.153037,0.041899,0.087499,0.253999,,0.153798,0.055761,0.072771,0.296223,,0.152852,0.037859,0.092335,0.242438,,1.092042,0.258031,0.691571,1.724415,,1.19989,0.326959,0.710123,2.027446,,0.981326,0.065922,0.860392,1.119259,-0.00347,0.024788,-0.05206,0.045105,,0.997981,0.100444,0.81972,1.215009
20600,OROR,2000,10,30,3,33,2,28,,0.48422,0.069834,0.35179,0.618905,,0.564706,0.234489,0.166669,0.893784,,0.477862,0.072791,0.340646,0.618501,0.09054,0.083304,-0.07273,0.253817,,0.488827,0.06633,0.362395,0.616705,,0.166531,0.053623,0.085675,0.298763,,0.223904,0.069638,0.116241,0.387557,,0.152852,0.037859,0.092335,0.242438,,0.842202,0.209565,0.520933,1.361606,,0.68653,0.189673,0.403458,1.16821,,0.977827,0.061613,0.864331,1.106226,-0.00347,0.024788,-0.05206,0.045105,,0.997981,0.100444,0.81972,1.215009
20600,OROR,2001,11,44,3,47,5,39,,0.493842,0.070098,0.36025,0.62832,,0.546676,0.177672,0.228298,0.83096,,0.500415,0.073784,0.359667,0.641097,0.09054,0.083304,-0.07273,0.253817,,0.488827,0.06633,0.362395,0.616705,,0.154104,0.039475,0.09143,0.248015,,0.159351,0.045275,0.089033,0.268818,,0.152852,0.037859,0.092335,0.242438,,1.050801,0.172225,0.763714,1.445805,,1.118186,0.210412,0.775764,1.611753,,0.974613,0.066582,0.852604,1.114081,-0.00347,0.024788,-0.05206,0.045105,,0.997981,0.100444,0.81972,1.215009
20600,OROR,2002,9,49,6,55,6,43,,0.503728,0.075225,0.360112,0.646732,,0.747888,0.240251,0.196228,0.973007,,0.52303,0.079885,0.369249,0.672566,0.09054,0.083304,-0.07273,0.253817,,0.488827,0.06633,0.362395,0.616705,,0.16095,0.044696,0.091133,0.268456,,0.194909,0.054206,0.109537,0.322705,,0.152852,0.037859,0.092335,0.242438,,0.803907,0.220348,0.474354,1.362413,,0.610428,0.135818,0.396758,0.939168,,0.971684,0.079534,0.827881,1.140466,-0.00347,0.024788,-0.05206,0.045105,,0.997981,0.100444,0.81972,1.215009
20600,OROR,2003,10,38,9,47,3,35,,0.513094,0.082356,0.35578,0.667856,,0.534474,0.193843,0.199588,0.840921,,0.545487,0.089703,0.371289,0.70922,0.09054,0.083304,-0.07273,0.253817,,0.488827,0.06633,0.362395,0.616705,,0.149208,0.039234,0.087337,0.243228,,0.133925,0.041188,0.071578,0.23673,,0.152852,0.037859,0.092335,0.242438,,1.063433,0.198764,0.739563,1.529134,,1.146905,0.239399,0.765139,1.719154,,0.969043,0.097723,0.795644,1.180231,-0.00347,0.024788,-0.05206,0.045105,,0.997981,0.100444,0.81972,1.215009
20600,OROR,2004,10,39,7,46,4,35,,0.52241,0.092135,0.346584,0.692853,,0.415181,0.177063,0.145308,0.747762,,0.567579,0.101562,0.368401,0.747069,0.09054,0.083304,-0.07273,0.253817,,0.488827,0.06633,0.362395,0.616705,,0.1546,0.041314,0.0896,0.253618,,0.161928,0.052817,0.082657,0.292944,,0.152852,0.037859,0.092335,0.242438,,1.04919,0.193213,0.733507,1.500735,,1.118742,0.23412,0.745591,1.678646,,0.96669,0.119124,0.759954,1.229665,-0.00347,0.024788,-0.05206,0.045105,,0.997981,0.100444,0.81972,1.215009
20600,OROR,2005,11,48,4,52,1,47,,0.531793,0.103067,0.335373,0.718832,,0.568765,0.25886,0.142856,0.912568,,0.589119,0.114128,0.36267,0.783205,0.09054,0.083304,-0.07273,0.253817,,0.488827,0.06633,0.362395,0.616705,,0.15718,0.044608,0.087916,0.265151,,0.175321,0.062584,0.083418,0.331818,,0.152852,0.037859,0.092335,0.242438,,0.962371,0.158079,0.698957,1.325055,,0.940604,0.186279,0.640397,1.381544,,0.964625,0.142625,0.723073,1.286872,-0.00347,0.024788,-0.05206,0.045105,,0.997981,0.100444,0.81972,1.215009
20600,OROR,2006,13,42,6,48,2,40,X,0,0,0,0,X,0,0,0,0,X,0,0,0,0,0,0,0,0,X,0,0,0,0,,0.158189,0.047835,0.085035,0.275339,,0.180563,0.072467,0.07781,0.365266,,0.152852,0.037859,0.092335,0.242438,X,0,0,0,0,X,0,0,0,0,X,0,0,0,0,0,0,0,0,X,0,0,0,0
20670,BUOR,1992,3,9,0,9,1,8,,0.359315,0.068256,0.238762,0.500699,V,0.898301,0.471747,0.000355,0.999995,,0.335494,0.054961,0.237461,0.450108,0.0572,0.02953,-0.00068,0.115081,,0.436264,0.030219,0.378205,0.496124,,0.159213,0.033435,0.103991,0.236035,,0.120339,0.076688,0.032011,0.361396,,0.163464,0.020343,0.127386,0.207331,,1.175577,0.602174,0.43075,3.208312,,1.518706,1.089111,0.372425,6.193101,,1.077904,0.084272,0.924762,1.256405,-0.01002,0.009221,-0.0281,0.008047,,0.999682,0.020654,0.960008,1.040995
20670,BUOR,1993,11,71,1,72,7,64,,0.368854,0.05971,0.261178,0.491396,,0.432121,0.178027,0.155101,0.75928,,0.348316,0.050424,0.256955,0.452381,0.0572,0.02953,-0.00068,0.115081,,0.436264,0.030219,0.378205,0.496124,,0.169003,0.041113,0.1028,0.265235,,0.219663,0.102554,0.080152,0.476274,,0.163464,0.020343,0.127386,0.207331,,1.032272,0.303515,0.580114,1.836852,,1.000095,0.576301,0.323243,3.094229,,1.06675,0.07304,0.932779,1.21996,-0.01002,0.009221,-0.0281,0.008047,,0.999682,0.020654,0.960008,1.040995
20670,BUOR,1994,15,74,7,81,13,61,,0.37887,0.053357,0.281152,0.487516,,0.446806,0.162249,0.182398,0.74517,,0.361371,0.045877,0.277068,0.455174,0.0572,0.02953,-0.00068,0.115081,,0.436264,0.030219,0.378205,0.496124,,0.16397,0.026549,0.118305,0.222809,,0.168604,0.057818,0.082869,0.312788,,0.163464,0.020343,0.127386,0.207331,,1.009692,0.196836,0.689043,1.479556,,0.935185,0.358782,0.440889,1.983653,,1.055765,0.062303,0.940448,1.185222,-0.01002,0.009221,-0.0281,0.008047,,0.999682,0.020654,0.960008,1.040995
20670,BUOR,1995,17,105,6,111,13,92,,0.388962,0.047093,0.301525,0.484178,,0.316107,0.096151,0.161993,0.524986,,0.374645,0.041465,0.297499,0.458732,0.0572,0.02953,-0.00068,0.115081,,0.436264,0.030219,0.378205,0.496124,,0.160158,0.024483,0.11776,0.214116,,0.129926,0.035814,0.074291,0.217438,,0.163464,0.020343,0.127386,0.207331,,1.092242,0.231627,0.720782,1.655135,,1.265329,0.392857,0.688523,2.32535,,1.044947,0.052114,0.947636,1.152251,-0.01002,0.009221,-0.0281,0.008047,,0.999682,0.020654,0.960008,1.040995
20670,BUOR,1996,23,135,7,142,11,124,,0.399361,0.041339,0.321711,0.482421,,0.43153,0.125714,0.217542,0.674547,,0.388119,0.037394,0.31781,0.463415,0.0572,0.02953,-0.00068,0.115081,,0.436264,0.030219,0.378205,0.496124,,0.161004,0.022724,0.121264,0.210644,,0.138504,0.029881,0.089594,0.208015,,0.163464,0.020343,0.127386,0.207331,,0.997517,0.149812,0.743155,1.33894,,0.928506,0.271055,0.523952,1.645421,,1.034292,0.042584,0.954106,1.121217,-0.01002,0.009221,-0.0281,0.008047,,0.999682,0.020654,0.960008,1.040995
20670,BUOR,1997,29,159,13,172,11,148,,0.409726,0.036421,0.34068,0.482523,,0.269594,0.095119,0.125267,0.487527,,0.401773,0.033952,0.337387,0.469735,0.0572,0.02953,-0.00068,0.115081,,0.436264,0.030219,0.378205,0.496124,,0.162313,0.021467,0.12449,0.208886,,0.151789,0.027712,0.105032,0.214375,,0.163464,0.020343,0.127386,0.207331,,1.134312,0.498323,0.479487,2.683412,,1.46206,0.885825,0.445896,4.793981,,1.023798,0.033933,0.959402,1.092514,-0.01002,0.009221,-0.0281,0.008047,,0.999682,0.020654,0.960008,1.040995
20670,BUOR,1998,32,175,5,180,21,154,,0.42041,0.032481,0.358388,0.485051,,0.425648,0.091097,0.263087,0.606046,,0.415588,0.031506,0.355449,0.47835,0.0572,0.02953,-0.00068,0.115081,,0.436264,0.030219,0.378205,0.496124,,0.161783,0.021821,0.123421,0.209222,,0.146411,0.028005,0.09955,0.210183,,0.163464,0.020343,0.127386,0.207331,,0.970078,0.116492,0.766633,1.227511,,0.863257,0.183521,0.569085,1.309491,,1.01346,0.026629,0.962587,1.06702,-0.01002,0.009221,-0.0281,0.008047,,0.999682,0.020654,0.960008,1.040995
20670,BUOR,1999,35,159,15,174,16,143,,0.431165,0.030697,0.372287,0.492056,,0.524082,0.099419,0.335178,0.706337,,0.429541,0.030438,0.37117,0.489938,0.0572,0.02953,-0.00068,0.115081,,0.436264,0.030219,0.378205,0.496124,,0.16075,0.022163,0.121889,0.20905,,0.135927,0.0227,0.097232,0.186834,,0.163464,0.020343,0.127386,0.207331,,1.010506,0.125373,0.79237,1.288692,,1.033841,0.23898,0.657186,1.626368,,1.003275,0.021604,0.961811,1.046527,-0.01002,0.009221,-0.0281,0.008047,,0.999682,0.020654,0.960008,1.040995
20670,BUOR,2000,39,218,26,244,21,197,,0.441873,0.031049,0.382174,0.503299,,0.401999,0.082558,0.255354,0.568558,,0.44361,0.030999,0.383979,0.50491,0.0572,0.02953,-0.00068,0.115081,,0.436264,0.030219,0.378205,0.496124,,0.164362,0.021516,0.1264,0.210972,,0.172581,0.028933,0.122972,0.236799,,0.163464,0.020343,0.127386,0.207331,,0.984875,0.107045,0.795908,1.218706,,0.955725,0.201911,0.631684,1.445992,,0.993242,0.020155,0.954511,1.033543,-0.01002,0.009221,-0.0281,0.008047,,0.999682,0.020654,0.960008,1.040995
20670,BUOR,2001,40,189,23,212,23,166,,0.452737,0.033847,0.387608,0.519526,,0.41909,0.099717,0.244286,0.616874,,0.457771,0.033174,0.393822,0.523142,0.0572,0.02953,-0.00068,0.115081,,0.436264,0.030219,0.378205,0.496124,,0.162123,0.021174,0.124768,0.208004,,0.149861,0.024434,0.107975,0.204274,,0.163464,0.020343,0.127386,0.207331,,1.032228,0.134924,0.798935,1.333644,,1.151812,0.217911,0.794949,1.668874,,0.983356,0.022598,0.940045,1.028662,-0.01002,0.009221,-0.0281,0.008047,,0.999682,0.020654,0.960008,1.040995
20670,BUOR,2002,40,215,13,228,15,200,,0.463713,0.038527,0.389584,0.53948,,0.530746,0.114208,0.315257,0.735349,,0.472001,0.036706,0.401121,0.544027,0.0572,0.02953,-0.00068,0.115081,,0.436264,0.030219,0.378205,0.496124,,0.164547,0.021579,0.12648,0.211301,,0.17446,0.028823,0.124925,0.238289,,0.163464,0.020343,0.127386,0.207331,,0.93912,0.118844,0.732825,1.203487,,0.819402,0.177137,0.53639,1.251736,,0.973615,0.027648,0.920905,1.029342,-0.01002,0.009221,-0.0281,0.008047,,0.999682,0.020654,0.960008,1.040995
20670,BUOR,2003,41,186,20,206,23,163,,0.47466,0.044463,0.389137,0.561695,,0.544056,0.131842,0.296284,0.771784,,0.486274,0.041244,0.406484,0.566769,0.0572,0.02953,-0.00068,0.115081,,0.436264,0.030219,0.378205,0.496124,,0.164391,0.021419,0.126581,0.210769,,0.172876,0.028103,0.124487,0.235025,,0.163464,0.020343,0.127386,0.207331,,0.940768,0.097622,0.767631,1.152954,,0.843081,0.139826,0.609106,1.16693,,0.964016,0.033954,0.899711,1.032917,-0.01002,0.009221,-0.0281,0.008047,,0.999682,0.020654,0.960008,1.040995
20670,BUOR,2004,34,148,25,173,11,137,,0.485549,0.051223,0.387045,0.585188,,0.439564,0.163447,0.176047,0.742212,,0.500565,0.046464,0.410471,0.590623,0.0572,0.02953,-0.00068,0.115081,,0.436264,0.030219,0.378205,0.496124,,0.1643,0.021788,0.125911,0.21156,,0.171952,0.031092,0.119217,0.241615,,0.163464,0.020343,0.127386,0.207331,,1.092626,0.325497,0.609383,1.95908,,1.431396,0.487247,0.734523,2.789422,,0.954557,0.040774,0.877892,1.037915,-0.01002,0.009221,-0.0281,0.008047,,0.999682,0.020654,0.960008,1.040995
20670,BUOR,2005,33,167,18,185,16,151,,0.496585,0.058523,0.384022,0.609494,,0.58069,0.194715,0.224125,0.869096,,0.514851,0.05211,0.413507,0.614987,0.0572,0.02953,-0.00068,0.115081,,0.436264,0.030219,0.378205,0.496124,,0.16839,0.027779,0.120692,0.230007,,0.213444,0.042338,0.142025,0.30789,,0.163464,0.020343,0.127386,0.207331,,0.900265,0.136574,0.668708,1.212003,,0.724971,0.147969,0.48594,1.081578,,0.945234,0.047759,0.85611,1.043634,-0.01002,0.009221,-0.0281,0.008047,,0.999682,0.020654,0.960008,1.040995
20670,BUOR,2006,25,109,21,130,8,101,X,0,0,0,0,X,0,0,0,0,X,0,0,0,0,0,0,0,0,X,0,0,0,0,,0.16647,0.026136,0.121314,0.224145,,0.193963,0.048033,0.116434,0.305279,,0.163464,0.020343,0.127386,0.207331,X,0,0,0,0,X,0,0,0,0,X,0,0,0,0,0,0,0,0,X,0,0,0,0
20740,BAOR,1992,12,73,0,73,5,68,,0.365815,0.057236,0.262352,0.483344,,0.403746,0.129858,0.190439,0.660919,,0.333138,0.052082,0.239845,0.441635,0.047236,0.037189,-0.02565,0.120127,,0.389061,0.032457,0.327633,0.454224,,0.190536,0.104237,0.058901,0.469569,,0.312825,0.186854,0.076517,0.714377,,0.161367,0.026668,0.115644,0.220657,,1.924808,0.668854,0.974084,3.803453,,2.016032,0.625344,1.097645,3.702823,,0.96217,0.054104,0.86176,1.074278,-0.00466,0.008864,-0.02203,0.012712,,0.936325,0.026056,0.886621,0.988814
20740,BAOR,1993,15,69,8,77,6,63,,0.362832,0.05532,0.262675,0.476496,,0.236012,0.087527,0.106585,0.444422,,0.343717,0.046458,0.259139,0.439521,0.047236,0.037189,-0.02565,0.120127,,0.389061,0.032457,0.327633,0.454224,,0.190843,0.081966,0.076924,0.400307,,0.314421,0.11397,0.139937,0.563838,,0.161367,0.026668,0.115644,0.220657,,0.705393,0.161235,0.450675,1.104074,,0.683313,0.150243,0.444077,1.051432,,0.957662,0.046462,0.870791,1.053199,-0.00466,0.008864,-0.02203,0.012712,,0.936325,0.026056,0.886621,0.988814
20740,BAOR,1994,21,67,7,74,4,63,,0.3724,0.046889,0.285945,0.467866,,0.347278,0.115777,0.16354,0.591474,,0.354455,0.041336,0.278161,0.438948,0.047236,0.037189,-0.02565,0.120127,,0.389061,0.032457,0.327633,0.454224,,0.166755,0.03661,0.106669,0.251172,,0.189346,0.057843,0.100392,0.328352,,0.161367,0.026668,0.115644,0.220657,,1.491927,0.404916,0.876442,2.539639,,1.543137,0.385098,0.946189,2.516694,,0.953192,0.039463,0.878898,1.033765,-0.00466,0.008864,-0.02203,0.012712,,0.936325,0.026056,0.886621,0.988814
20740,BAOR,1995,21,66,6,72,7,59,,0.373816,0.045038,0.29049,0.465365,,0.274916,0.080871,0.146165,0.456448,,0.365343,0.037112,0.296094,0.440648,0.047236,0.037189,-0.02565,0.120127,,0.389061,0.032457,0.327633,0.454224,,0.161041,0.030365,0.109973,0.229703,,0.159677,0.04247,0.092708,0.2611,,0.161367,0.026668,0.115644,0.220657,,0.709519,0.153958,0.463722,1.085598,,0.688072,0.142916,0.457964,1.033801,,0.948758,0.033402,0.885497,1.016538,-0.00466,0.008864,-0.02203,0.012712,,0.936325,0.026056,0.886621,0.988814
20740,BAOR,1996,26,72,5,77,5,67,,0.396975,0.076522,0.260258,0.551925,,0.687129,0.13495,0.39088,0.882578,,0.376371,0.034306,0.311855,0.445591,0.047236,0.037189,-0.02565,0.120127,,0.389061,0.032457,0.327633,0.454224,,0.160062,0.029285,0.110592,0.226038,,0.154593,0.037874,0.093891,0.243972,,0.161367,0.026668,0.115644,0.220657,N,0.595754,0.163957,0.347379,1.021715,N,0.563849,0.131729,0.356694,0.89131,,0.944361,0.028754,0.88965,1.002436,-0.00466,0.008864,-0.02203,0.012712,,0.936325,0.026056,0.886621,0.988814
20740,BAOR,1997,23,71,16,87,5,66,,0.384039,0.043448,0.303128,0.471919,,0.291457,0.100418,0.136885,0.516185,,0.387529,0.033456,0.324319,0.454765,0.047236,0.037189,-0.02565,0.120127,,0.389061,0.032457,0.327633,0.454224,,0.160687,0.030538,0.109395,0.229822,,0.157838,0.043018,0.090403,0.261133,,0.161367,0.026668,0.115644,0.220657,,0.981175,0.272943,0.568793,1.692535,,0.985244,0.284902,0.558981,1.736561,,0.939999,0.026153,0.89011,0.992684,-0.00466,0.008864,-0.02203,0.012712,,0.936325,0.026056,0.886621,0.988814
20740,BAOR,1998,26,82,5,87,3,79,,0.416785,0.120193,0.2133,0.653209,,0.915575,0.194607,0.072365,0.999337,,0.398805,0.034855,0.332836,0.468663,0.047236,0.037189,-0.02565,0.120127,,0.389061,0.032457,0.327633,0.454224,,0.161291,0.02888,0.112335,0.226145,,0.160972,0.03673,0.101191,0.246386,,0.161367,0.026668,0.115644,0.220657,X,4.342945,3.090776,1.076445,17.5217,X,4.659848,3.043253,1.295563,16.76041,,0.935674,0.026092,0.885905,0.988237,-0.00466,0.008864,-0.02203,0.012712,,0.936325,0.026056,0.886621,0.988814
20740,BAOR,1999,21,78,3,81,5,73,,0.395857,0.047104,0.308144,0.490823,,0.339139,0.131801,0.139463,0.619043,,0.410187,0.038372,0.337587,0.486923,0.047236,0.037189,-0.02565,0.120127,,0.389061,0.032457,0.327633,0.454224,,0.155828,0.029747,0.105947,0.223328,,0.132608,0.030745,0.08302,0.205188,,0.161367,0.026668,0.115644,0.220657,D,0.245974,0.250813,0.033336,1.814899,D,0.181896,0.142984,0.038967,0.849076,,0.931383,0.028477,0.877206,0.988904,-0.00466,0.008864,-0.02203,0.012712,,0.936325,0.026056,0.886621,0.988814
